coverage_scope,source_table_number,release_id,period_code,period,period_end,estat_sid,taxonomy,aggregation_level,industry_code,industry_name,parent_major_code,parent_major_name,capital_size_code,capital_size_name,capex_including_current_oku_yen,capex_including_previous_oku_yen,capex_including_yoy_delta_oku_yen,capex_excluding_current_oku_yen,capex_excluding_previous_oku_yen,capex_excluding_yoy_delta_oku_yen,software_capex_current_oku_yen,software_capex_previous_oku_yen,software_capex_yoy_delta_oku_yen,software_capex_yoy_pct,software_capex_yoy_status,prior_base_status,is_direct_published_series,derivation_method,software_contribution_pct_to_all_net_change,software_contribution_status,prior_value_share_of_all_pct,prior_value_share_status,gross_positive_scope,gross_positive_yoy_delta_oku_yen,share_of_gross_positive_pct,positive_share_status
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,110,繊維工業,108,製造業,24,1億円以上 - 10億円未満,141.79,118.4,23.389999999999986,135.2,109.88,25.319999999999993,6.590000000000003,8.52000000000001,-1.9300000000000068,-22.65258215962447,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.07937748311686162,CALCULABLE,0.04266228693893092,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,110,繊維工業,108,製造業,25,10億円以上,379.43,468.43,-89.0,333.05,429.57,-96.51999999999998,46.379999999999995,38.860000000000014,7.519999999999982,19.351518270715328,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.30928428654859885,CALCULABLE,0.19458409277545236,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.17129645448229466,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,112,木材・木製品製造業,108,製造業,26,全規模,502.48,458.27,44.210000000000036,489.54,451.26,38.28000000000003,12.939999999999998,7.009999999999991,5.930000000000007,84.59343794579193,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.24389040149377628,CALCULABLE,0.03510124782181983,CALCULABLE,INDUSTRY,3727.509999999996,0.15908743370239148,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,112,木材・木製品製造業,108,製造業,19,1千万円以上 - 1億円未満,223.34,268.4,-45.059999999999974,216.05,266.02,-49.96999999999997,7.289999999999992,2.3799999999999955,4.909999999999997,206.3025210084036,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.20193960730766264,CALCULABLE,0.011917399403128552,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.1118438286579878,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,112,木材・木製品製造業,108,製造業,24,1億円以上 - 10億円未満,230.19,162.98,67.21000000000001,228.8,162.12,66.68,1.3899999999999864,0.8599999999999852,0.5300000000000011,61.627906976745386,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.021797961684941244,CALCULABLE,0.00430628717928168,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.012072755435587312,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,112,木材・木製品製造業,108,製造業,25,10億円以上,48.95,26.89,22.060000000000002,44.69,23.12,21.569999999999997,4.260000000000005,3.7699999999999996,0.49000000000000554,12.997347480106258,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.020152832501172276,CALCULABLE,0.01887756123940955,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.011161604081958184,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,113,パルプ・紙・紙加工品製造業,108,製造業,26,全規模,1203.91,920.86,283.05000000000007,1179.34,883.2,296.1399999999999,24.570000000000164,37.65999999999997,-13.089999999999804,-34.75836431226716,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.5383685253884453,CALCULABLE,0.188575319967152,CALCULABLE,INDUSTRY,3727.509999999996,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,113,パルプ・紙・紙加工品製造業,108,製造業,19,1千万円以上 - 1億円未満,462.03,255.97,206.05999999999997,457.11,240.82,216.29000000000002,4.919999999999959,15.150000000000006,-10.230000000000047,-67.52475247524781,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.4207417887489612,CALCULABLE,0.07586075670478906,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,113,パルプ・紙・紙加工品製造業,108,製造業,24,1億円以上 - 10億円未満,217.59,189.5,28.090000000000003,216.15,186.18,29.97,1.4399999999999977,3.319999999999993,-1.8799999999999955,-56.62650602409636,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.07732107163714971,CALCULABLE,0.01662427143629697,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,113,パルプ・紙・紙加工品製造業,108,製造業,25,10億円以上,524.29,475.39,48.89999999999998,506.08,456.2,49.879999999999995,18.20999999999998,19.189999999999998,-0.9800000000000182,-5.1068264721209955,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.040305665002344844,CALCULABLE,0.0960902918260661,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,114,印刷・同関連業,108,製造業,26,全規模,549.66,954.83,-405.1700000000001,463.06,799.91,-336.84999999999997,86.59999999999997,154.92000000000007,-68.3200000000001,-44.100180738445694,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-2.809880645877707,CALCULABLE,0.7757325695515461,CALCULABLE,INDUSTRY,3727.509999999996,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,114,印刷・同関連業,108,製造業,19,1千万円以上 - 1億円未満,175.39,383.43,-208.04000000000002,167.62,363.94,-196.32,7.769999999999982,19.49000000000001,-11.720000000000027,-60.13340174448446,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.48202285084436114,CALCULABLE,0.09759248502814119,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,114,印刷・同関連業,108,製造業,24,1億円以上 - 10億円未満,211.77,213.66,-1.8899999999999864,170.68,167.92,2.7600000000000193,41.09,45.74000000000001,-4.650000000000006,-10.166156536947978,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.19124626761316355,CALCULABLE,0.22903439020970634,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,114,印刷・同関連業,108,製造業,25,10億円以上,162.5,357.74,-195.24,124.76,268.05,-143.29000000000002,37.739999999999995,89.69,-51.94999999999999,-57.9217304047274,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-2.136611527420179,CALCULABLE,0.4491056943136983,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,115,化学工業,108,製造業,26,全規模,8127.54,8369.08,-241.53999999999996,7211.35,7603.56,-392.21000000000004,916.1899999999996,765.5199999999995,150.67000000000007,19.682046190824565,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,6.196790352962437,CALCULABLE,3.833196466841589,CALCULABLE,INDUSTRY,3727.509999999996,4.042108538944234,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,115,化学工業,108,製造業,19,1千万円以上 - 1億円未満,658.71,473.55,185.16000000000003,650.4,454.4,196.0,8.31000000000006,19.150000000000034,-10.839999999999975,-56.60574412532614,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.4458300088014377,CALCULABLE,0.09588999939912295,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,115,化学工業,108,製造業,24,1億円以上 - 10億円未満,1379.9,1657.44,-277.53999999999996,1275.26,1560.28,-285.02,104.6400000000001,97.16000000000008,7.480000000000018,7.698641416220675,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.3076391573648312,CALCULABLE,0.4865103050453669,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.17038530312866626,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,115,化学工業,108,製造業,25,10億円以上,6088.93,6238.09,-149.15999999999985,5285.69,5588.88,-303.1900000000005,803.2400000000007,649.21,154.03000000000065,23.72575899939937,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,6.334981204399069,CALCULABLE,3.2507961623971013,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,3.5086160749877693,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,116,石油製品・石炭製品製造業,108,製造業,26,全規模,968.35,653.62,314.73,882.76,599.84,282.91999999999996,85.59000000000003,53.77999999999997,31.81000000000006,59.14838229825228,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,1.3082889833924165,CALCULABLE,0.269293168025317,CALCULABLE,INDUSTRY,3727.509999999996,0.8533846991691528,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,116,石油製品・石炭製品製造業,108,製造業,19,1千万円以上 - 1億円未満,51.43,45.28,6.149999999999999,51.33,45.06,6.269999999999996,0.10000000000000142,0.21999999999999886,-0.11999999999999744,-54.545454545453666,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.004935387551307335,CALCULABLE,0.00110160834818835,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,116,石油製品・石炭製品製造業,108,製造業,24,1億円以上 - 10億円未満,210.52,214.92,-4.399999999999977,178.98,200.51,-21.53,31.54000000000002,14.409999999999997,17.130000000000024,118.87578070784195,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.7045265729491381,CALCULABLE,0.07215534680633728,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.3902005671917179,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,116,石油製品・石炭製品製造業,108,製造業,25,10億円以上,706.4,393.42,312.97999999999996,652.45,354.27,298.18000000000006,53.94999999999993,39.150000000000034,14.799999999999898,37.80332056194096,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.6086977979945801,CALCULABLE,0.19603621287079165,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.33712600084281247,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,117,窯業・土石製品製造業,108,製造業,26,全規模,2035.06,1691.04,344.02,1950.06,1588.32,361.74,85.0,102.72000000000003,-17.720000000000027,-17.250778816199396,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.7287922284097331,CALCULABLE,0.5143509523904906,CALCULABLE,INDUSTRY,3727.509999999996,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,117,窯業・土石製品製造業,108,製造業,19,1千万円以上 - 1億円未満,281.75,304.69,-22.939999999999998,281.02,298.16,-17.140000000000043,0.7300000000000182,6.529999999999973,-5.7999999999999545,-88.82082695252647,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.2385437316465244,CALCULABLE,0.03269773869849969,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,117,窯業・土石製品製造業,108,製造業,24,1億円以上 - 10億円未満,445.63,222.14,223.49,442.26,211.37,230.89,3.3700000000000045,10.769999999999982,-7.399999999999977,-68.70937790157836,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.30434889899729123,CALCULABLE,0.053928735954493504,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,117,窯業・土石製品製造業,108,製造業,25,10億円以上,1307.68,1164.21,143.47000000000003,1226.78,1078.79,147.99,80.90000000000009,85.42000000000007,-4.519999999999982,-5.291500819480188,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.18589959776591283,CALCULABLE,0.4277244777374974,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,118,鉄鋼業,108,製造業,26,全規模,3655.0,3408.79,246.21000000000004,3511.57,3179.97,331.60000000000036,143.42999999999984,228.82000000000016,-85.39000000000033,-37.317542172887094,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-3.5119395250511998,CALCULABLE,1.1457728283293622,CALCULABLE,INDUSTRY,3727.509999999996,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,118,鉄鋼業,108,製造業,19,1千万円以上 - 1億円未満,206.15,227.83,-21.680000000000007,201.27,227.48,-26.20999999999998,4.8799999999999955,0.35000000000002274,4.529999999999973,1294.2857142856224,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.18631088006185476,CALCULABLE,0.001752558735754316,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.10318789079850957,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,118,鉄鋼業,108,製造業,24,1億円以上 - 10億円未満,308.26,274.5,33.75999999999999,299.31,268.66,30.649999999999977,8.949999999999989,5.839999999999975,3.1100000000000136,53.25342465753471,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.12790879403805172,CALCULABLE,0.029242694333727136,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.07084201774467287,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,118,鉄鋼業,108,製造業,25,10億円以上,3140.59,2906.46,234.1300000000001,3010.99,2683.83,327.15999999999985,129.60000000000036,222.6300000000001,-93.02999999999975,-41.78682118312882,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-3.826159199151083,CALCULABLE,1.1147775752598807,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,119,非鉄金属製造業,108,製造業,26,全規模,3754.42,2866.74,887.6800000000003,3642.85,2765.08,877.77,111.57000000000016,101.65999999999985,9.91000000000031,9.748180208538582,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.4075807552788188,CALCULABLE,0.5090432030764912,CALCULABLE,INDUSTRY,3727.509999999996,0.2658611244503789,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,119,非鉄金属製造業,108,製造業,19,1千万円以上 - 1億円未満,147.28,172.84,-25.560000000000002,144.2,167.41,-23.210000000000008,3.0800000000000125,5.430000000000007,-2.3499999999999943,-43.27808471454865,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.09665133954643715,CALCULABLE,0.027189696957558084,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,119,非鉄金属製造業,108,製造業,24,1億円以上 - 10億円未満,348.36,349.93,-1.5699999999999932,338.71,338.24,0.46999999999997044,9.650000000000034,11.689999999999998,-2.0399999999999636,-17.45081266039319,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,-0.08390158837222499,CALCULABLE,0.058535461774190334,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,119,非鉄金属製造業,108,製造業,25,10億円以上,3258.78,2343.97,914.8100000000004,3159.94,2259.43,900.5100000000002,98.84000000000015,84.53999999999996,14.300000000000182,16.91506978944901,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.5881336831974775,CALCULABLE,0.42331804434474335,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.32573660892245354,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY,120,金属製品製造業,108,製造業,26,全規模,1544.78,2064.62,-519.8399999999999,1433.12,1971.12,-538.0,111.66000000000008,93.5,18.160000000000082,19.422459893048206,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.746888649431196,CALCULABLE,0.46818354798005113,CALCULABLE,INDUSTRY,3727.509999999996,0.48718849848826973,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,leaf,INDUSTRY_X_CAPITAL,120,金属製品製造業,108,製造業,19,1千万円以上 - 1億円未満,565.96,870.28,-304.31999999999994,536.12,857.21,-321.09000000000003,29.840000000000032,13.069999999999936,16.770000000000095,128.3091048202003,CALCULABLE,POSITIVE_BASE,False,capex_including_software minus capex_excluding_software; not a directly published series,0.6897204102952187,CALCULABLE,0.06544555050373517,CALCULABLE,INDUSTRY_X_CAPITAL,4390.050000000003,0.38200020500905646,CALCULABLE
