period_code,period_label,industry_code,industry_name,capital_size_code,capital_size_name,is_all_industry,is_major_industry,is_leaf_industry,parent_major_code,component_order,component_id,component_label_ja,profit_impact_label_ja,accounting_sign,current_oku_yen,lag4_oku_yen,source_yoy_delta_oku_yen,profit_impact_yoy_oku_yen,profit_impact_sign,signed_share_of_net_gap_delta_pct,calculation_status,interpretation_guardrail,operating_profit_oku_yen,operating_profit_lag4_oku_yen,operating_profit_yoy_delta_oku_yen,ordinary_profit_oku_yen,ordinary_profit_lag4_oku_yen,ordinary_profit_yoy_delta_oku_yen,anchor_gap_oku_yen,anchor_gap_lag4_oku_yen,anchor_gap_yoy_delta_oku_yen,component_gap_oku_yen,component_gap_lag4_oku_yen,component_gap_yoy_delta_oku_yen,profit_impact_sum_yoy_oku_yen,yoy_identity_residual_oku_yen,identity_status,yoy_identity_status,source_delta_public_rounded_oku_yen,profit_impact_public_rounded_oku_yen,public_rounded_component_sum_oku_yen,other_nonoperating_causal_interpretation,continuing_sample_size_limitation,profit_standard_error_limitation,continuing_margin_interpretation
20261,2026年1 - 3 月,101,農業、林業,25,10億円以上,False,False,True,105,3,interest_expense,支払利息等,支払利息等の前年差による利益影響,-1,2.19,1.04,1.15,-1.15,REDUCES_PROFIT_CHANGE,-22.15799614643543,CALCULABLE,会計的な利益影響であり因果を示さない,35.44,57.06,-21.620000000000005,39.61,56.04,-16.43,4.170000000000002,-1.0200000000000031,5.190000000000005,4.17,-1.02,5.1899999999999995,5.19,-4.440892098500626e-15,PASS,PASS,1.0,-1.0,6.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,101,農業、林業,25,10億円以上,False,False,True,105,4,other_non_operating_expense,その他の営業外費用,その他の営業外費用の前年差による利益影響,-1,2.92,6.87,-3.95,3.95,INCREASES_PROFIT_CHANGE,76.10789980732172,CALCULABLE,会計的な利益影響であり因果を示さない,35.44,57.06,-21.620000000000005,39.61,56.04,-16.43,4.170000000000002,-1.0200000000000031,5.190000000000005,4.17,-1.02,5.1899999999999995,5.19,-4.440892098500626e-15,PASS,PASS,-4.0,4.0,6.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,101,農業、林業,26,全規模,False,False,True,105,1,interest_and_dividend_income,受取利息等,受取利息等の前年差による利益影響,1,5.42,9.52,-4.1,-4.1,REDUCES_PROFIT_CHANGE,-4.071903863342931,CALCULABLE,会計的な利益影響であり因果を示さない,249.44,-67.23,316.67,552.84,135.48,417.36,303.40000000000003,202.70999999999998,100.69000000000005,303.4,202.70999999999998,100.69,100.69000000000001,-4.263256414560601e-14,PASS,PASS,-4.0,-4.0,101.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,101,農業、林業,26,全規模,False,False,True,105,2,other_non_operating_income,その他の営業外収益,その他の営業外収益の前年差による利益影響,1,369.95,288.58,81.37,81.37,INCREASES_PROFIT_CHANGE,80.81239447810107,CALCULABLE,原因は統計だけでは特定しない,249.44,-67.23,316.67,552.84,135.48,417.36,303.40000000000003,202.70999999999998,100.69000000000005,303.4,202.70999999999998,100.69,100.69000000000001,-4.263256414560601e-14,PASS,PASS,81.0,81.0,101.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,101,農業、林業,26,全規模,False,False,True,105,3,interest_expense,支払利息等,支払利息等の前年差による利益影響,-1,41.94,58.63,-16.690000000000005,16.690000000000005,INCREASES_PROFIT_CHANGE,16.575628165656966,CALCULABLE,会計的な利益影響であり因果を示さない,249.44,-67.23,316.67,552.84,135.48,417.36,303.40000000000003,202.70999999999998,100.69000000000005,303.4,202.70999999999998,100.69,100.69000000000001,-4.263256414560601e-14,PASS,PASS,-17.0,17.0,101.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,101,農業、林業,26,全規模,False,False,True,105,4,other_non_operating_expense,その他の営業外費用,その他の営業外費用の前年差による利益影響,-1,30.03,36.76,-6.729999999999997,6.729999999999997,INCREASES_PROFIT_CHANGE,6.683881219584857,CALCULABLE,会計的な利益影響であり因果を示さない,249.44,-67.23,316.67,552.84,135.48,417.36,303.40000000000003,202.70999999999998,100.69000000000005,303.4,202.70999999999998,100.69,100.69000000000001,-4.263256414560601e-14,PASS,PASS,-7.0,7.0,101.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,19,1千万円以上 - 1億円未満,False,False,True,105,1,interest_and_dividend_income,受取利息等,受取利息等の前年差による利益影響,1,3.15,0.64,2.51,2.51,INCREASES_PROFIT_CHANGE,-55.530973451327306,CALCULABLE,会計的な利益影響であり因果を示さない,50.64,-55.18,105.82,131.29,29.99,101.3,80.64999999999999,85.17,-4.52000000000001,80.65,85.17,-4.519999999999996,-4.520000000000003,7.105427357601002e-15,PASS,PASS,3.0,3.0,-5.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,19,1千万円以上 - 1億円未満,False,False,True,105,2,other_non_operating_income,その他の営業外収益,その他の営業外収益の前年差による利益影響,1,89.28,107.98,-18.700000000000003,-18.700000000000003,REDUCES_PROFIT_CHANGE,413.7168141592912,CALCULABLE,原因は統計だけでは特定しない,50.64,-55.18,105.82,131.29,29.99,101.3,80.64999999999999,85.17,-4.52000000000001,80.65,85.17,-4.519999999999996,-4.520000000000003,7.105427357601002e-15,PASS,PASS,-19.0,-19.0,-5.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,19,1千万円以上 - 1億円未満,False,False,True,105,3,interest_expense,支払利息等,支払利息等の前年差による利益影響,-1,10.25,7.67,2.58,-2.58,REDUCES_PROFIT_CHANGE,57.07964601769899,CALCULABLE,会計的な利益影響であり因果を示さない,50.64,-55.18,105.82,131.29,29.99,101.3,80.64999999999999,85.17,-4.52000000000001,80.65,85.17,-4.519999999999996,-4.520000000000003,7.105427357601002e-15,PASS,PASS,3.0,-3.0,-5.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,19,1千万円以上 - 1億円未満,False,False,True,105,4,other_non_operating_expense,その他の営業外費用,その他の営業外費用の前年差による利益影響,-1,1.53,15.78,-14.25,14.25,INCREASES_PROFIT_CHANGE,-315.26548672566304,CALCULABLE,会計的な利益影響であり因果を示さない,50.64,-55.18,105.82,131.29,29.99,101.3,80.64999999999999,85.17,-4.52000000000001,80.65,85.17,-4.519999999999996,-4.520000000000003,7.105427357601002e-15,PASS,PASS,-14.0,14.0,-5.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,24,1億円以上 - 10億円未満,False,False,True,105,1,interest_and_dividend_income,受取利息等,受取利息等の前年差による利益影響,1,0.37,0.23,0.13999999999999999,0.13999999999999999,INCREASES_PROFIT_CHANGE,-4.03458213256484,CALCULABLE,会計的な利益影響であり因果を示さない,-15.42,-10.16,-5.26,-9.43,-0.7,-8.73,5.99,9.46,-3.4700000000000006,5.989999999999999,9.46,-3.4700000000000015,-3.4700000000000006,0.0,PASS,PASS,0.0,0.0,-4.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,24,1億円以上 - 10億円未満,False,False,True,105,2,other_non_operating_income,その他の営業外収益,その他の営業外収益の前年差による利益影響,1,8.1,22.64,-14.540000000000001,-14.540000000000001,REDUCES_PROFIT_CHANGE,419.0201729106628,CALCULABLE,原因は統計だけでは特定しない,-15.42,-10.16,-5.26,-9.43,-0.7,-8.73,5.99,9.46,-3.4700000000000006,5.989999999999999,9.46,-3.4700000000000015,-3.4700000000000006,0.0,PASS,PASS,-15.0,-15.0,-4.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,24,1億円以上 - 10億円未満,False,False,True,105,3,interest_expense,支払利息等,支払利息等の前年差による利益影響,-1,1.72,1.25,0.47,-0.47,REDUCES_PROFIT_CHANGE,13.54466858789625,CALCULABLE,会計的な利益影響であり因果を示さない,-15.42,-10.16,-5.26,-9.43,-0.7,-8.73,5.99,9.46,-3.4700000000000006,5.989999999999999,9.46,-3.4700000000000015,-3.4700000000000006,0.0,PASS,PASS,0.0,-0.0,-4.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,24,1億円以上 - 10億円未満,False,False,True,105,4,other_non_operating_expense,その他の営業外費用,その他の営業外費用の前年差による利益影響,-1,0.76,12.16,-11.4,11.4,INCREASES_PROFIT_CHANGE,-328.5302593659942,CALCULABLE,会計的な利益影響であり因果を示さない,-15.42,-10.16,-5.26,-9.43,-0.7,-8.73,5.99,9.46,-3.4700000000000006,5.989999999999999,9.46,-3.4700000000000015,-3.4700000000000006,0.0,PASS,PASS,-11.0,11.0,-4.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,25,10億円以上,False,False,True,105,1,interest_and_dividend_income,受取利息等,受取利息等の前年差による利益影響,1,0.69,0.63,0.05999999999999994,0.05999999999999994,INCREASES_PROFIT_CHANGE,-26.08695652173896,CALCULABLE,会計的な利益影響であり因果を示さない,13.31,7.16,6.15,12.86,6.94,5.919999999999999,-0.45000000000000107,-0.21999999999999975,-0.23000000000000131,-0.4500000000000003,-0.21999999999999997,-0.23000000000000032,-0.23000000000000032,9.992007221626409e-16,PASS,PASS,0.0,0.0,-1.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,25,10億円以上,False,False,True,105,2,other_non_operating_income,その他の営業外収益,その他の営業外収益の前年差による利益影響,1,1.66,1.24,0.41999999999999993,0.41999999999999993,INCREASES_PROFIT_CHANGE,-182.60869565217283,CALCULABLE,原因は統計だけでは特定しない,13.31,7.16,6.15,12.86,6.94,5.919999999999999,-0.45000000000000107,-0.21999999999999975,-0.23000000000000131,-0.4500000000000003,-0.21999999999999997,-0.23000000000000032,-0.23000000000000032,9.992007221626409e-16,PASS,PASS,0.0,0.0,-1.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,25,10億円以上,False,False,True,105,3,interest_expense,支払利息等,支払利息等の前年差による利益影響,-1,2.43,1.74,0.6900000000000002,-0.6900000000000002,REDUCES_PROFIT_CHANGE,299.99999999999835,CALCULABLE,会計的な利益影響であり因果を示さない,13.31,7.16,6.15,12.86,6.94,5.919999999999999,-0.45000000000000107,-0.21999999999999975,-0.23000000000000131,-0.4500000000000003,-0.21999999999999997,-0.23000000000000032,-0.23000000000000032,9.992007221626409e-16,PASS,PASS,1.0,-1.0,-1.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,25,10億円以上,False,False,True,105,4,other_non_operating_expense,その他の営業外費用,その他の営業外費用の前年差による利益影響,-1,0.37,0.35,0.020000000000000018,-0.020000000000000018,REDUCES_PROFIT_CHANGE,8.695652173913002,CALCULABLE,会計的な利益影響であり因果を示さない,13.31,7.16,6.15,12.86,6.94,5.919999999999999,-0.45000000000000107,-0.21999999999999975,-0.23000000000000131,-0.4500000000000003,-0.21999999999999997,-0.23000000000000032,-0.23000000000000032,9.992007221626409e-16,PASS,PASS,0.0,-0.0,-1.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,26,全規模,False,False,True,105,1,interest_and_dividend_income,受取利息等,受取利息等の前年差による利益影響,1,4.21,1.5,2.71,2.71,INCREASES_PROFIT_CHANGE,-32.9683698296837,CALCULABLE,会計的な利益影響であり因果を示さない,48.53,-58.18,106.71000000000001,134.72,36.23,98.49000000000001,86.19,94.41,-8.219999999999999,86.19000000000001,94.41000000000001,-8.219999999999999,-8.22000000000001,-1.0658141036401503e-14,PASS,PASS,3.0,3.0,-8.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,2026年1 - 3 月,103,漁業,26,全規模,False,False,True,105,2,other_non_operating_income,その他の営業外収益,その他の営業外収益の前年差による利益影響,1,99.04,131.86,-32.82000000000001,-32.82000000000001,REDUCES_PROFIT_CHANGE,399.2700729927009,CALCULABLE,原因は統計だけでは特定しない,48.53,-58.18,106.71000000000001,134.72,36.23,98.49000000000001,86.19,94.41,-8.219999999999999,86.19000000000001,94.41000000000001,-8.219999999999999,-8.22000000000001,-1.0658141036401503e-14,PASS,PASS,-33.0,-33.0,-8.0,FORBIDDEN_WITHOUT_EXTERNAL_PRIMARY_EVIDENCE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
